context_id|question|answer|Type|侧重逻辑 (Rationale)
388|Did both Carl Boese and Franco Zeffirelli direct and produce film?|yes|Comparative|结构与语义的平衡博弈
389|Route 146, Interstate 890, and what other highway all run through Schenectady, New York?|I-90|Reasoning|结构主导，多跳路径发现
390|Who won the election that ran concurrently with the North Dakota gubernatorial election, 2016?|Donald Trump|Reasoning|结构主导，多跳路径发现
391|Who released the album with a single which originally reached number 60 on the UK Singles Chart in 1997?|Wiiija|Reasoning|结构主导，多跳路径发现
392|What was the 2011 population of the unitary authority area that includes the village Eastoft?|167,446|Reasoning|结构主导，多跳路径发现
393|The creation of Fontana Lake submerged Proctor, North Carolina and what other town?|Judson|Reasoning|结构主导，多跳路径发现
394|Which air force base is the headquarters for the Eastern Air Defense Sector and located 12 mi east of Panama City, Florida?|Tyndall Air Force Base|Retrieval|语义优先，兼顾实体锚点
395|What vehicle, introduced for model year 2006, does Patrick Carpentier currently drive in the NASCAR Sprint Cup Series?|Ford Fusion|Retrieval|语义优先，兼顾实体锚点
396|When was the company that publishes the journal Magnetic Resonance Imaging established ?|1880|Reasoning|结构主导，多跳路径发现
397|Ian Hunter and Stuart Murdoch, have which musical occupation in common?|lead singer|Comparative|结构与语义的平衡博弈
398|Signet Jewelers owns what Delaware based retailer, along with Kay and Jared?|Zale Corporation|Reasoning|结构主导，多跳路径发现
399|Since when has the automobile driven by Garrett Smithley for MBM Motorsports been sold?|1982|Reasoning|结构主导，多跳路径发现
400|Who was the husband of the first olympic gymnast to be awarded a perfect score of 10.0?|Bart Conner|Reasoning|结构主导，多跳路径发现
401|What other real life boxer did Mike Williams act with in Rocky V?|Tommy Morrison|Reasoning|结构主导，多跳路径发现
402|"Spaceballs is a 1987 American comic science fiction film co-written, produced and directed by Mel Brooks, the film also features which American actor, businessman, and animal welfare advocate, best known for his role as patriarch Tom Bradford on the ABC television comedy-drama ""Eight Is Enough""?"|Richard Vincent Van Patten|Reasoning|结构主导，多跳路径发现
403|"What Dutch DJ did Richard Bedford collaborate with on the album ""Intense""?"|Armin van Buuren|Retrieval|语义优先，兼顾实体锚点
404|Is Advanced Micro Devices or Level 3 Communications headquartered further west?|Advanced Micro Devices|Comparative|结构与语义的平衡博弈
405|Wayne's World featured the actor who was a member of what Chicago comedy troupe?|Second City Theatre|Reasoning|结构主导，多跳路径发现
406|Tulapur is a village in which second largest city in Maharashtra?|Pune|Retrieval|语义优先，兼顾实体锚点
407|Peter Bakovic played for which National Hockey League team?|Vancouver Canucks|Retrieval|语义优先，兼顾实体锚点
408|Who is older, Vincent Walker or David Usher?|David Usher|Comparative|结构与语义的平衡博弈
409|Yukio Mishima and Roberto Bolaño, are Chilean?|no|Comparative|结构与语义的平衡博弈
410|What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?|Quinceañera|Reasoning|结构主导，多跳路径发现
411|Who released their second album with a band from Louisville, Kentucky?|Andrew Bird|Reasoning|结构主导，多跳路径发现
412|Who is married to Jim Tomlinson and released an album entitled Raconte-moi?|Stacey Kent|Reasoning|结构主导，多跳路径发现
413|What sport did Jack Sock and Raffaella Reggi play?|tennis|Comparative|结构与语义的平衡博弈
414|"Heartbreak Express, Dolly Parton's 24th solo studio album, featured this re-recording of what song, originally recorded in 1973 and featured in the ""Best Little Whorehouse in Texas Soundtrack""?"|I Will Always Love You|Reasoning|结构主导，多跳路径发现
415|In which theatre of New York City did a play, described as Marxism but using the figure from a Christmas pantomime in the United Kingdom, perform?|Adelphi Theatre|Reasoning|结构主导，多跳路径发现
416|"The university who was led to six national championships by Paul ""Bear"" Bryant, had its first ever Heisman Trophy winner drafted by what NFL team?"|New Orleans Saints|Reasoning|结构主导，多跳路径发现
417|"Which actor starring in ""Lisa Picard Is Famous"" was born in Douglas County?"|Laura Ellen Kirk|Reasoning|结构主导，多跳路径发现
418|What is based in Sankt Ulrich bei Steyr, Austria?|Steyr Mannlicher|Retrieval|语义优先，兼顾实体锚点
419|What is the name for the regulatory body of over 25,000 football clubs in Germany?|The DFB Sports Court|Retrieval|语义优先，兼顾实体锚点
420|Which was halted by a natural disaster, Camlaren Mine or Barton Mine?|Barton Mine|Comparative|结构与语义的平衡博弈
421|Where is the company based that sold Vodafone it's New Zealand operations?|Atlanta, Georgia|Reasoning|结构主导，多跳路径发现
422|"""The Twentieth Century is Almost Over"" was re-recorded five years later by Cash and Waylon Jennings,  Kris Kristofferson, and  Willie Nelson, one of the most recognized artists in what type of music?"|country|Reasoning|结构主导，多跳路径发现
423|Charles Hutchison and Reginald Barker, have which mutual occupation?|film director|Comparative|结构与语义的平衡博弈
424|Was Beyond the Gates of Splendor or Jesus Camp released first?|Beyond the Gates of Splendor|Comparative|结构与语义的平衡博弈
425|Tura Beach, New South Wales is a suburb of a town that had what population at the 2016 census?|3,544|Reasoning|结构主导，多跳路径发现
426|How many stores are in the major shopping centre that is served by the Garden City bus station?|440|Reasoning|结构主导，多跳路径发现
427|Padgate is a suburb of an english town on the banks of the River Mersey whose population was estimated to be 208800 in 2016 but in which unitary authority area is it located?|Cheshire|Retrieval|语义优先，兼顾实体锚点
428|What band originally from Tucson, Arizona and currently from Albany, New York released their first album in 2000?|Hector on Stilts|Retrieval|语义优先，兼顾实体锚点
429|Are Randal Kleiser and Kyle Schickner of the same nationality?|yes|Comparative|结构与语义的平衡博弈
430|Barbara Jordan and Mark Knowles are both what?|former tennis player|Comparative|结构与语义的平衡博弈
431|Was the president who appointed Thomas C. Mann a democrat or a republican?|Democrat|Reasoning|结构主导，多跳路径发现
432|Walter O'Brien was played by which English actor?|Elyes Gabel|Retrieval|语义优先，兼顾实体锚点
433|What  teen sex comedy film written by Adam Herz and directed by brothers Paul and Chris Weitz, starred an actor best known for her role as Jessica ?|American Pie|Reasoning|结构主导，多跳路径发现
434|"The Sia song ""Never Give Up"" is from the soundtrack of a film that is based on what non-fiction book?"|"""A Long Way Home"""|Reasoning|结构主导，多跳路径发现
435|What two skills do Lee Hong-gi and Dee Snider have in common?|singer-songwriter, actor|Comparative|结构与语义的平衡博弈
436|What area is the species of Spruce which can be found in Rensselaer Plateau native to?|eastern North America|Reasoning|结构主导，多跳路径发现
437|United 300 and 300 were both made in what country?|American|Comparative|结构与语义的平衡博弈
438|1979, is a song by American alternative rock band, the Smashing Pumpkins, the second single from their third studio album, was released on October 23, 1995 in the UK, is titled?|Mellon Collie and the Infinite Sadness|Retrieval|语义优先，兼顾实体锚点
439|Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?|Brandon Tartikoff|Reasoning|结构主导，多跳路径发现
440|Where is the globe that succeeded the Globe of Peace as the world's largest rotating globe located?|Yarmouth, Maine|Reasoning|结构主导，多跳路径发现
441|Bath School of Art and Design is an art college in Bath, England, it forms part of the Bath Spa University, a public university in Bath, England, with its main campus based at Newton Park on which location?|Duchy of Cornwall land|Retrieval|语义优先，兼顾实体锚点
442|Are both Nasdaq, Inc. and Citrix Systems catering to the same customer bases?|no|Comparative|结构与语义的平衡博弈
443|Are George Avakian and Bobby Managoff both record producers?|Robert Manoogian Jr. (January 4, 1918 – April 3, 2002) was an American professional wrestler|Comparative|结构与语义的平衡博弈
444|Benji is an upcoming American drama film written, co-produced and directed by who, and is a reboot of the 1974 film of the same name?|Brandon Camp|Retrieval|语义优先，兼顾实体锚点
445|"The man that had a single titled ""That's My Pa"" played what character in the film ""High Noon""?"|Ben Miller|Reasoning|结构主导，多跳路径发现
446|Barclay Henley was born in a city whose population at the 2010 census was what?|7,585|Reasoning|结构主导，多跳路径发现
447|Tess Asplund fought against the Neo-Nazi movement that existed in which countries?|Sweden, Finland, and Norway|Retrieval|语义优先，兼顾实体锚点
448|The Pantanal is a mid-size pickup truck made by the Brazilian off-road vehicle manufacturer Troller Veículos Especiais S/A, a manufacturer of off-road vehicles in which country, from 2006 to 2008?|Brazil|Reasoning|结构主导，多跳路径发现
449|Where is the there a small medevial castle|Scotland|Retrieval|语义优先，兼顾实体锚点
450|What is the name of this policy of favoring members of a disadvantaged group who suffer or have suffered from discrimination within a culture of which Black Economic Empowerment is a form?|Affirmative action|Retrieval|语义优先，兼顾实体锚点
451|The 32nd TCA Awards were hosted by a  Mexican actor best known for his roles as Fernando Mendiola in what?|La Fea Mas Bella|Reasoning|结构主导，多跳路径发现
452|Are the documentaries Welcome to Durham, USA and The Agronomist both about Durham, North Carolina?|no|Comparative|结构与语义的平衡博弈
453|Which member of the band Bad Seeds was older, Anita Lane or Nick Cave?|Nick Cave|Comparative|结构与语义的平衡博弈
454|Which close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, did a scion of the Huger family of South Carolina attempt to rescue?|Gilbert du Motier, Marquis de Lafayette|Reasoning|结构主导，多跳路径发现
455|John Severin was an American comics artist who had a 45 year stint with the magazine Cracked that was founded in what year?|1958|Reasoning|结构主导，多跳路径发现
456|Rags Ragland died how many years after starring in Meet the People?|II|Reasoning|结构主导，多跳路径发现
457|Do filmmakers Chris Carter and Theo van Gogh share the same nationality?|no|Comparative|结构与语义的平衡博弈
458|What genre is The Warriors Gate?|action|Retrieval|语义优先，兼顾实体锚点
459|Brutti di notte is a parody of the film starring which actress?|Catherine Deneuve|Reasoning|结构主导，多跳路径发现
460|What poem by this writer born in September 1872 was used in devotional and spoken word recordings?|Desiderata|Reasoning|结构主导，多跳路径发现
461|Rhodochiton and Platystemon are both genuses of what kind of life form?|flowering plants|Comparative|结构与语义的平衡博弈
462|How much is the company that Jessica Alba is associated with worth as of 2015?|$1.7 billion|Reasoning|结构主导，多跳路径发现
463|James Mulgrew is the star of which comedy sketch show?|And There's More|Retrieval|语义优先，兼顾实体锚点
464|Elkhan Mammadov is the project leader for the bid for which quadrennial competition?|UEFA Euro 2020|Retrieval|语义优先，兼顾实体锚点
465|"Q: What venue, also called the ""Convent Garden,"" did Adrian Boult conduct for?"|The Royal Opera House|Retrieval|语义优先，兼顾实体锚点
466|Jess Weixler starred in what comedy-horror film directed by Mitchell Lichtenstein?|Teeth|Reasoning|结构主导，多跳路径发现
467|Who directed he Paris Opera Ballet from 1983 to 1989 and its chief choreographer until October 1992, and he gave the tittle of étoile to a member of the Paris Opera Ballet from 1978?|Rudolf Khametovich Nureyev|Retrieval|语义优先，兼顾实体锚点
468|Which airline founded by Frank Lorenzo was affected by a strike in 1989?|International Association of Machinists|Reasoning|结构主导，多跳路径发现
469|What 2001 novel by Britney Spears is dedicated to an American author and mother of film and television producer Bryan Spears and country singer Jamie Lynn Spears?|A Mother's Gift|Retrieval|语义优先，兼顾实体锚点
470|What county named for a hero in the French and Indian War and a general in the American Revolutionary War is represented by Assemblyman Kevin Byrne?|Putnam County|Reasoning|结构主导，多跳路径发现
471|Rob Jenkins is an Australian actor, which of his movies, was a 2014 science fiction thriller film?|Predestination|Retrieval|语义优先，兼顾实体锚点
472|What Carnegie library building located in the most populous city in Kansas was built in 1915, and listed on the National Register of Historic Places in 1987?|Wichita City Carnegie Library Building|Reasoning|结构主导，多跳路径发现
473|The Centralia Massacre was committed by which pro-Confederate guerrilla leader?|William T. Anderson|Retrieval|语义优先，兼顾实体锚点
474|"What football club has won 3 UFEA Super Cups, and has also employed Scottish footballer Hugh ""Hughie"" Clifford?"|Liverpool Football Club|Reasoning|结构主导，多跳路径发现
475|Garth Jennings and Lee Cheol-ha shared what occupation?|film director|Comparative|结构与语义的平衡博弈
476|When was the record producer that produced Love Has Come for You born?|22 June 1944|Reasoning|结构主导，多跳路径发现
477|"How many weeks did the lead single from Culture Beat's second studio album spend at number one on the ""RPM"" Dance chart in Canada?"|ten weeks|Reasoning|结构主导，多跳路径发现
478|Walloon Legion, a collaborationist volunteer unit, that served on the Eastern Front, in which war?|World War II|Retrieval|语义优先，兼顾实体锚点
479|Before finishing her feature film, Something's Got to Give, when did American actress, model and one of the most popular sex symbols of the 1950s, Marilyn Monroe die?|August 5, 1962|Retrieval|语义优先，兼顾实体锚点
480|Which was released second, Charley and the Angel or Planes?|Planes|Comparative|结构与语义的平衡博弈
481|Which of the following documents the issues of the LGBT community: Pride Divide or The Big Melt?|Pride Divide|Comparative|结构与语义的平衡博弈
482|Silent Möbius is heavily influenced by the movie directed by whom?|Ridley Scott|Reasoning|结构主导，多跳路径发现
483|What number album of Taylor Swift did Colbie Marie Caillat win a Grammy for?|second|Reasoning|结构主导，多跳路径发现
484|Who was born first, Martin Heidegger or Lydia Davis?|Martin Heidegger|Comparative|结构与语义的平衡博弈
485|Mike Gibbons won the middleweight championship after the previous champion was found murdered where?|Missouri|Reasoning|结构主导，多跳路径发现
486|Are Thums Up and Mott's based in the same country?|no|Comparative|结构与语义的平衡博弈
487|What roles does American actress which  Manfish featured in  the motion picture debut of do play|comic roles|Reasoning|结构主导，多跳路径发现
488|Which genus has more species, Fir or Chelone?|Firs|Comparative|结构与语义的平衡博弈
489|John Kassir and Tom Kenny both voice this one character?|Ice King|Comparative|结构与语义的平衡博弈
490|What year did the the German composer whose compositions are in The Individualism of Gil Evans die?|1950|Reasoning|结构主导，多跳路径发现
491|At which laboratory was Carsten Olsen employed as an assistant to the Danish chemist who introduced the concept of pH?|Carlsberg Laboratory|Reasoning|结构主导，多跳路径发现
492|What nationality is the male lead of the film Fishtales?|American|Reasoning|结构主导，多跳路径发现
493|What German automotive marque does the high-performance aftermarket tuning company Brabus specialize in?|Smart|Retrieval|语义优先，兼顾实体锚点
494|Which 20th Century Fox film cast Zazie Beetz as Domino?|Deadpool 2|Retrieval|语义优先，兼顾实体锚点
495|Which American animated television series created by Trey Parker and Matt Stone features a character called Butters who thinks up schemes to take over the world in its 86th episode?|South Park|Retrieval|语义优先，兼顾实体锚点
496|Which stadium hosts the rivalry game between the all-male, historically African American College located in Atlanta and Tuskegee?|J. McClung Memorial Stadium|Reasoning|结构主导，多跳路径发现
497|Do both Juniper and Indigofera belong to the cypress family Cupressaceae?|no|Comparative|结构与语义的平衡博弈
498|Who is the current world record holder in high jump and uncle of Lorenzo Sotomayor Collazo?|Javier Sotomayor|Reasoning|结构主导，多跳路径发现
499|What film director is from Great Britain, Miloš Forman or Alex Cox?|"Alexander ""Alex"" Cox"|Comparative|结构与语义的平衡博弈
500|What Category 5 hurricane cause the Sqannanoa River to flood?|Hurricane Ivan|Retrieval|语义优先，兼顾实体锚点
501|Navarone Garibaldi is the half-brother of a singer who has been married how many times?|four|Reasoning|结构主导，多跳路径发现
502|What was The original name of the Football club Samuel Johnson moved to in 1901?|the club was founded as Newton Heath LYR|Reasoning|结构主导，多跳路径发现
503|Both the Drever and Finnish Hound are two dog breeds that are bred for what purpose?|bred for hunting|Comparative|结构与语义的平衡博弈
504|Who has won more Grand Slam doubles titles, Elizabeth Smylie or Vasek Pospisil?|Elizabeth Smylie|Comparative|结构与语义的平衡博弈
505|In the 1990's, who built one of the three mills landmarks in California?|Petrie Dierman Kughn in 1994.|Retrieval|语义优先，兼顾实体锚点
506|Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?|Peter F. Paul|Retrieval|语义优先，兼顾实体锚点
507|Girard city is located in a county with how many inhabitants ?|39,134|Reasoning|结构主导，多跳路径发现
508|What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?|1908|Reasoning|结构主导，多跳路径发现
509|The 1932 German football championship Final was played at a stadium that opened in what year?|1928|Reasoning|结构主导，多跳路径发现
510|"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?"|New York Cotton Exchange|Retrieval|语义优先，兼顾实体锚点
511|What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?|William Grant Still|Retrieval|语义优先，兼顾实体锚点
512|What occupation was shared by both John Frankenheimer and Tiffanie DeBartolo?|director|Comparative|结构与语义的平衡博弈
513|What is the population of the largest city in Iraq, who's 1956–57 Iraq FA Cup Championship was open to teams from the capital?|8,765,000|Retrieval|语义优先，兼顾实体锚点
514|What wrestling promotion was formed by the current NEVER Openweight Champion?|Pro Wrestling Fujiwara Group|Reasoning|结构主导，多跳路径发现
515|Which mine in California, lasting from 1873 to 1883, became one of the most noted mercury producers in the world?|Sulphur Bank Mine|Retrieval|语义优先，兼顾实体锚点
516|Name the mother of Edward Stafford, 4th Baron Stafford, who was the daughter of the English nobleman and politician Edward Stanley, 3rd Earl of Derby?|Mary Stanley|Reasoning|结构主导，多跳路径发现
517|Which author was born first, Lorraine Hansberry or Sandra Gulland?|Lorraine Vivian Hansberry|Comparative|结构与语义的平衡博弈
518|What is the Kaurna name of the river that runs along Mount Torrens in South Australia?|Ngangkiparri|Reasoning|结构主导，多跳路径发现
519|What does the L stand for in Patriot Games star Samuel L. Jackson's name?|Leroy|Retrieval|语义优先，兼顾实体锚点
520|"Which movie was co-written by the person who directed ""Blood""?"|The Awakening|Reasoning|结构主导，多跳路径发现
521|Are Kelly Jones and Martha Reeves both singers?|yes|Comparative|结构与语义的平衡博弈
522|"Which professional American football team based in Ohio did Ivan ""John"" Jurkovic play for?"|Cleveland Browns|Retrieval|语义优先，兼顾实体锚点
523|Who is the oldest of the Van Dyke family?|Dick Van Dyke|Comparative|结构与语义的平衡博弈
524|Choi Min-sik, is a South Korean actor, he also starred alongside Scarlett Johansson in Lucy, an English-language French science fiction action film written and directed by who?|Luc Besson|Reasoning|结构主导，多跳路径发现
525|Snow White is a Disney media franchise based on a German fairy tale by who?|Brothers Grimm|Reasoning|结构主导，多跳路径发现
526|What connection does the private liberal arts college known for its distinctive curriculum centered on reading and discussing the Great Books of Western Civilization have to] EnVISIONing Annapolis?|Important contributors and co-sponsors|Reasoning|结构主导，多跳路径发现
527|The Prancing Horse was used by which top Italian fighter ace?|Count Francesco Baracca|Retrieval|语义优先，兼顾实体锚点
528|What Bible college located in Louisville, Kentucky, was attended by Paul R. House who served for a time as president of the Evangelical Theological Society?|Southern Baptist Theological Seminary|Retrieval|语义优先，兼顾实体锚点
529|Joan Jett & the Blackhearts covered a song by the first westerner to achieve pop start status in Japan.  When was that song first recorded?|1975|Reasoning|结构主导，多跳路径发现
530|This Federation of Indian Airlines member is owned by what Indian business conglomerate?|Wadia Group|Reasoning|结构主导，多跳路径发现
531|"MindGamers is a 2015 Austrian science fiction film directed by who, the film stars Antonia Campbell-Hughes, a Northern Irish actress and former fashion designer, best known for appearing in Jack Dee's sitcom ""Lead Balloon""?"|Andrew Goth|Retrieval|语义优先，兼顾实体锚点
532|When was Jordan Mintz whictleblowing publicized?|October 2001|Retrieval|语义优先，兼顾实体锚点
533|Who played the onscreen husband of a variety show banjo player?|"banjo player and former member of the television variety show ""Hee Haw"" gang having played the role of Ida Lee Nagger, the ironing, nagging wife of Laverne Nagger (Gordie Tapp)."|Reasoning|结构主导，多跳路径发现
534|The motorway reffered to as the Mid Wirral Motorway is located in a suburb known for which buildings?|Joseph Groome Towers|Reasoning|结构主导，多跳路径发现
535|What suicide attack was located inside the Forward Operating Base Chapman?|Camp Chapman attack|Retrieval|语义优先，兼顾实体锚点
536|What principal dancer in the Bolshoi ballet, born in 1988, is a student of Valery Lagunov?|Vladislav Lantratov|Retrieval|语义优先，兼顾实体锚点
537|what was the birth year of the fifth governor of a British colony in north America that existed from 1632 to 1776?|1626|Reasoning|结构主导，多跳路径发现
538|What is a semi-professional football club in Hyde, Greater Manchester, England?|Hyde United Football Club|Retrieval|语义优先，兼顾实体锚点
539|"The pop singer in the lead role in ""Tere Bin Laden"" received how many Lux Style Awards?"|five|Reasoning|结构主导，多跳路径发现
540|What's Golden was included in an open world racing video game that was developed by Playground Games and published by who?|Microsoft Studios|Reasoning|结构主导，多跳路径发现
541|Which  province in the north of the island of Ireland did Queen Medb of Connacht  made his invasion|Ulster|Retrieval|语义优先，兼顾实体锚点
542|Jeremy Brock is the writer and director of this 2011 drama that was adapted from him and what other female?|Rosemary Sutcliff|Reasoning|结构主导，多跳路径发现
543|Gabe Turner has collaborated with the actor and film director who won his first Academy Award in which 1995 crime thriller?|The Usual Suspects|Reasoning|结构主导，多跳路径发现
544|Door into the Dark is a poetry collection by a man that received the Nobel Prize in Literature in what year?|1995|Reasoning|结构主导，多跳路径发现
545|"The author of the book ""A New Kind of Science"" designed a computer algebra system at which university?"|Caltech|Reasoning|结构主导，多跳路径发现
546|"""Just a Lil Bit"" is the third single from 50 Cent's second album, ""The Massacre"", released on which date?"|March 3, 2005|Retrieval|语义优先，兼顾实体锚点
547|Mark Rankin and Cedric Bixler-Zavala, band is what type genre?|rock|Comparative|结构与语义的平衡博弈
548|A Common Man is a 2013 American-Sri Lankan thriller film starring Ben Kingsley,  an English actor with a career spanning more than how many years?|40 years|Retrieval|语义优先，兼顾实体锚点
549|Which highway that has a junction at Cairo Junction is 1286 miles long?|U.S. Route 51|Retrieval|语义优先，兼顾实体锚点
550|Summit1g started streaming the battle royale game published by which company?|PUBG Corp.|Reasoning|结构主导，多跳路径发现
551|Which documentary was released earlier, Almost Sunrise or 51 Birch Street?|51 Birch Street|Comparative|结构与语义的平衡博弈
552|"Faugh a Ballagh, is a battle cry of Irish origin, meaning ""clear the way"", and today it remains the motto of which (27th (Inniskilling) 83rd and 87th and Ulster Defence Regiment) (R IRISH) is an infantry regiment of the British Army?"|Royal Irish Regiment|Retrieval|语义优先，兼顾实体锚点
553|"Four Shores, is an album from the Latvian band Brainstorm, Lonely Feeling"" is dedicated to which Swedish-born American film actress, during the 1920s and 1930s?"|Greta Garbo|Reasoning|结构主导，多跳路径发现
554|When was the band for which Bob Welch was a guitarist formed ?|1967|Reasoning|结构主导，多跳路径发现
555|"""I Saw Her Again"" was co-written by what Canadian singer born in 1940?"|Dennis Gerrard Stephen Doherty|Retrieval|语义优先，兼顾实体锚点
556|What is the name of the character in Quantico played by the same actor who starred in Tower Block?|Harry Doyle|Reasoning|结构主导，多跳路径发现
557|WHo is a Grammy winning American musician of Armenian descent, Armen Nalbandian or Arto Tunçboyacıyan?|Arto Tunçboyacıyan|Comparative|结构与语义的平衡博弈
558|Seoul Train and Making North America are both films in what style of cinema or film making genre?|documentary|Comparative|结构与语义的平衡博弈
559|War for the Planet of the Apes is a 2017 American science fiction film directed by Matt Reeves, a sequel to which 2014 American science fiction film directed by Matt Reeves and written by Mark Bomback, Rick Jaffa and Amanda Silver?|Dawn of the Planet of the Apes|Reasoning|结构主导，多跳路径发现
560|Which composer was Hungarian, Béla Bartók or Johann Christoph Pepusch?|Béla Viktor János Bartók|Comparative|结构与语义的平衡博弈
561|Enterprise Car Sales was established in 1962 by founder Jack Taylor, which American car rental company headquartered in Clayton, Missouri, United States in Greater St. Louis?|Enterprise Rent-A-Car|Retrieval|语义优先，兼顾实体锚点
562|Which American guitarist and bluegrass musician from Danville, Virginia did Rebecca Rippy play or share the stage with?|Tony Rice|Reasoning|结构主导，多跳路径发现
563|Borovička (also known as Juniper brandy), is a Slovak alcoholic beverage flavored with juniper berries, today's commercially produced borovička contains about 40% alcohol by volume, what is it called, also called alcohol, ethyl alcohol, and drinking alcohol, is a compound and simple alcohol with the chemical formula C2H5OH?|Ethanol|Retrieval|语义优先，兼顾实体锚点
564|The 2016 Miami Dolphins season was the franchise's 47th season in the National Football League, the 51st overall and the first under head coach Adam Gase, with their Week 15 win over the New York Jets, the Dolphins clinched a winning record for the first time since 2008, and clinched a playoff berth the following week after which franchise's 47th season in the National Football League, the 57th overall and the fourth under head coach Andy Reid and the fourth and final season under general manager John Dorsey who was fired June 22, 2017?|2016 Kansas City Chiefs season|Reasoning|结构主导，多跳路径发现
565|The Volkswagen Golf Estate is the estate/station wagon version a the compact car which was the best selling car in Europe in what year?|2001|Retrieval|语义优先，兼顾实体锚点
566|What was the name of the band that starred Belinda Carlisle and released the album, Germicide in 1977?|The Go-Go's|Reasoning|结构主导，多跳路径发现
567|Logan Lerman starred in which 2017 drama directed by Shawn Christensen?|Sidney Hall|Retrieval|语义优先，兼顾实体锚点
568|Which plant, Buddleja or Burchardia, is an herb named after a German botanist?|Burchardia|Comparative|结构与语义的平衡博弈
569|What Brazilian professional footballer endorsed the Mercurial Vapor boot?|Philippe Coutinho Correia|Retrieval|语义优先，兼顾实体锚点
570|Which film was released first, Roving Mars or The London Connection?|The London Connection|Comparative|结构与语义的平衡博弈
571|"Blake Alexander Carrington is a fictional character on the ABC television series ""Dynasty"", created by Richard and Esther Shapiro whose role was portrayed by John Forsythe, and also appeared as a guest on several talk and variety shows and as a panelist on what type of television show?"|game shows|Reasoning|结构主导，多跳路径发现
572|Knocked Up starred the actor and filmmaker of what dual nationality?|American-Canadian|Reasoning|结构主导，多跳路径发现
573|What is the capital of the archipelago where Djoièzi is located?|Moroni|Reasoning|结构主导，多跳路径发现
574|What is the capital of the state Curly Ray Cline is from?|Charleston|Reasoning|结构主导，多跳路径发现
575|Fritz von Brodowski was killed during what global war that lasted from 1939 to 1945?|World War II|Retrieval|语义优先，兼顾实体锚点
576|What state are both Wizzo and YG based in?|California|Comparative|结构与语义的平衡博弈
577|In what country are the cities Guilin and Ankang located?|China|Comparative|结构与语义的平衡博弈
578|Which genus has a name derives from Greek words, Micromeria or Pamianthe?|Micromeria|Comparative|结构与语义的平衡博弈
579|Are San Diego International Airport and McCarran International Airport located in the same state?|no|Comparative|结构与语义的平衡博弈
580|Are Manettia and Fragaria both edible?|no|Comparative|结构与语义的平衡博弈
581|The 34th Foot Regiment was sent to fight who?|Americans|Retrieval|语义优先，兼顾实体锚点
582|"Splendor in the Grass was a film directed by a Greek-American director described as  ""one of the most honored and influential directors in Broadway and Hollywood history"" by who?"|The New York Times|Retrieval|语义优先，兼顾实体锚点
583|Sameera Perera is a cricketer from what island country located southeast of the Republic of India and northeast of the Maldives?|Sri Lanka|Retrieval|语义优先，兼顾实体锚点
584|Abraham Bankier was one of the owners of the Rekord factory that was taken over by a German Industrialist, spy, and member of the Nazi Party who is credited with saving how many Jews during the Holocaust?|1,200|Reasoning|结构主导，多跳路径发现
585|Sam Goody, who was run by Musicland Group, Inc., filed bankrupcy in which year?|2006|Retrieval|语义优先，兼顾实体锚点
586|"Kevin ""Jack"" Haugrud was the acting United States Secretary of the Interior, serving since the end of the Obama administration on January 20, 2017 until the swearing in of Ryan Zinke, an American politician and businessman, on which date?"|March 1, 2017|Retrieval|语义优先，兼顾实体锚点
587|Puklo srce is an album by a singer who lives where?|Belgrade|Reasoning|结构主导，多跳路径发现
588|Hall of Fame Racing is a team created by a joint venture of a number of players including the quarterback who was the #1 overall draft pick in what year?|1989|Reasoning|结构主导，多跳路径发现
589|Who administers the federal law that the California Healthy Families Program implements?|the United States Department of Health and Human Services|Reasoning|结构主导，多跳路径发现
590|Cyril Briggs was dedicated to advancing what  worldwide intellectual movement that aims to encourage and strengthen bonds of solidarity between all people of African descent|Pan-Africanism|Retrieval|语义优先，兼顾实体锚点
591|When was the host that Renee Montagne succeeded born?|May 16, 1947|Reasoning|结构主导，多跳路径发现
592|A combat flight simulator video game published by Konami and released in 2012 features missions including the attack on this location by the Empire of Japan on December 7, 1941?|Pearl Harbor|Retrieval|语义优先，兼顾实体锚点
593|In what year did the submarine that sank the Tsushima Maru open to public tours?|1981|Reasoning|结构主导，多跳路径发现
594|Where are the metalcore band from, that released second full-length album titled Rage?|Atlanta, Georgia|Reasoning|结构主导，多跳路径发现
595|"The actress that plays Amber in the sitcom ""The Old Guys"" received a BAFTA TV Award in 2014 for her role in what tv show?"|"""The IT Crowd"""|Reasoning|结构主导，多跳路径发现
596|What song recorded by Fergie was produced by Polow da Don and was followed by Life Goes On?|M.I.L.F. $|Retrieval|语义优先，兼顾实体锚点
