context_id|question|answer|Type|侧重逻辑 (Rationale)
660|Björn Ulvaeus was a part of a Swedish pop group, formed in Stockholm in 1972, as well as co-producer on the film ""Mamma Mia!"" with who?|Benny Andersson|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
661|An American theoretical physicist who worked in particle physics and cosmology, she was also known as the Frank B. Baird, Jr., was a former guest on a podcast that was described as ""a think tank promoting science, reason, and secular values in public policy and at the grass roots""; when was that podcast started?|2005|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
662|What was the 2013 population of the country Fujairah College is located in?|9.2 million|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
663|What town sends their students to Messalonskee High School and had a population of 1010 according to the 2010 census?|Rome|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
664|What is the instrument played by the instrumentalist with whom Taj Mahal and N. Ravikiran made Mumtaz Mahal?|Mohan Veena (slide guitar)|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
665|What year saw the founding of the baseball team where Hal McRae played from 1973-87?|1969|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
666|What is the Soninke language meaning of the name of the democracy that is home to Kumasi Airport?|"""Warrior King"""|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
667|Shere Khan is a fictional Bengal tiger that was the main antagonist in Rudyard Kipling's book titled what?|The Jungle Book|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
668|Biographic is a weekly comics feature by award-winning cartoonist and illustrator Steve McGarry, the feature is syndicated by Universal Uclick and appears in such publications as The Toronto Sun, an English-language daily tabloid newspaper published in Toronto, Ontario, in which country?|Canada|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
669|What other country was the queen who launched Dannebrog, also a queen for between 1918 and 1944?|Iceland|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
670|Makers: Women Who Make America featured an interview with what talk who host, who was dubbed the ""Queen of all Media""?|Oprah Winfrey|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
671|What professor of mathematics authored the book Fashionable Nonsense?|Alan Sokal|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
672|Mathilde Ludendorff was the wife of the German General who was victorious at which two battles?|Battle of Liège and the Battle of Tannenberg|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
673|Seimas (""Sejm"", ""Sojm"", Belarusian: Сойм ) was an early parliament in the Grand Duchy of Lithuania, The Union of Lublin created a new state, the Polish–Lithuanian Commonwealth, and joined the Seimas of Lithuania with Sejm of Poland into one organization, the bicameral parliament of the Polish–Lithuanian Commonwealth is officially titled what?|Sejm of the Polish–Lithuanian Commonwealth|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
674|Lee Mi-sook (born April 2, 1960) is a South Korean actress, one of the best-known actresses of 1980s Korean cinema, Lee's most famous films from this era include which of Lee Doo-yong's, 1986 South Korean drama filmLee Mi-sook (born April 2, 1960) is a South Korean actress, one of the best-known actresses of 1980s Korean cinema, Lee's most famous films from this era include which of Lee Doo-yong's, 1986 South Korean drama film, Mulberry, based on the eponymous classic story, by who?|Na Do-hyang|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
675|Elwyn McRoy is an American college basketball coach and current men's basketball assistant coach at Coppin State University, a historically black college located in Baltimore, Maryland, in which country?|United States|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
676|Who won an award first, the Brothers Quay or Alexandra Shiva?|Brothers Quay|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
677|Catherine Louise Sagal (born January 19, 1954) is an American actress and singer-songwriter, she's know as well for starring in the role of Cate Hennessy, on the show ""8 Simple Rules"", is an American sitcom, originally starring who as the father?|John Ritter|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
678|What was the nationality of Marco Garibaldi's former partner?|American|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
679|A theoretical explanation  of the Wien effect has been proposed by a man awarded the Nobel Prize in Chemistry in what year?|1968|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
680|What tribe what American Horse a part of?|American Horse (Oglala Lakota: ""Wašíčuŋ Tȟašúŋke"" in Standard Lakota Orthography) (a/k/a ""American Horse the Elder"") (1830–September 9, 1876) was an Oglala Lakota warrior chief renowned for Spartan courage and honor.|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
681|Which is located in Hunan province, Huaihua or Qitaihe?|Huaihua|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
682|Which baseball player and manager was born in Ellisville, Mississippi, home of 4448 people?|Harry Francis Craft|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
683|Hariharan Pillai Happy Aanu contains music by which arranger from Kerala?|Stephen Devassy|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
684|Xiaogan and Mingguang, are located in which country?|People's Republic of China|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
685|Which was founded first, Stellenbosch University or Wayne State University?|Founded in 1868, WSU consists of 13 schools and colleges offering nearly 350 programs to more than 27,000 graduate and undergraduate students|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
686|Are a Brandy Alexander and a Paloma both Tequila based?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
687|Who is the current head coach of the basketball team for which Michael Beasley played for one year before declaring for the NBA draft in 2008?|Bruce Weber|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
688|What is the nationality of the actor who starred as Rene Russo's husband in the 1997 movie ""Buddy""?|Scottish|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
689|Are the bands Tool and Capital Cities both from Los Angeles, California?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
690|What animal subject to the Foster's rule is the smallest North American deer?|Key deer|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
691|Who is Yulia Zagoruychenko's dance partner?|Riccardo Cocchi|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
692|In which year was this international arms smuggler who was the subject of the 2014 documentary film ""The Notorious Mr. Bout"" born?|1967|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
693|What was the franchise, in which Anton Šťastný played 9 seasons, renamed after moving in 1995?|Colorado Avalanche|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
694|The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?|Tsui Hark|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
695|Tripel was the strongest beer in their range, in 1956, served at a Trappist brewery in what country?|Belgium|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
696|What 1982 film, aired in 1983, was the seventh highest rated non-sports show and featured Kansas state highway K-10?|The Day After|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
697|Tressie Souders and Padmarajan, have which occupation in common?|film director|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
698|Who is an American journalist and has been Literary Editor of ""The Weekly Standard,"",  Philip Terzian or Derek Sherinian|Philip Henry Terzian|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
699|Who is an American musician, Peter Chelsom or Billy Bob Thornton?|"""Billy Bob"" Thornton"|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
700|Did Terence Davies and Richard Wallace have the same nationality?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
701|What year was the soundtrack to the Austrian-American comedy film, directed by Stephen Herek and starring Charlie Sheen, released?|1993|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
702|The author of ""Evolution: A Theory in Crisis"" is a Senior Fellow at what institute?|Discovery Institute's Center for Science and Culture|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
703|What college did the Chiefs all time leading rusher attend?|University of Texas|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
704|When was the American rapper from Atlanta, Georgia born who's song is ""Sneakin'""?|October 22, 1992|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
705|The 1950 BRDC International Trophy included what entrant from Bourne, Lincolnshire, England?|Raymond Mays|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
706|Who was born in 1976 and co-wrote the teleplay for the first episode of ""Black Mirror?""|Rashida Jones|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
707|If Cheung Kong Center were to host A Symphony of Lights, what aspect of the center would be necessary to do so?|coloured lights|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
708|Mark Geragos was involved in the scandal that took place in what decade?|1990s|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
709|What town does Bucklow and Trafford have in common?|Partington|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
710|What club did  a Swiss footballer primarily recognised as a right-back who signed for a professional football club in 2013 based in Old Trafford, Greater Manchester, England ?|Saint-Étienne|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
711|Which board game was created by Reiner Knizia, Junta or Medici?|Medici|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
712|Statistician Walter Francis Willcox received three degrees from a local college in Massachusetts. Which college?|Amherst College|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
713|Brisingr is the third novel in the ""Inheritance Cycle"", is a young adult tetralogy of high fantasy novels written by which American author?|Christopher Paolini|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
714|Rakekniven was climbed in 1996 by a mountaineer that holds which nationality ?|American|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
715|Who was the head coach of the Duke Blue Devils football team when they played at Wallace Wade Stadium and has won multiple college football coach of the year awards?|David Cutcliffe|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
716|Dr Donald John Pinkava, is a botanist, specialising in cacti and succulents, and he is the discoverer of some of their varieties, at which public metropolitan research university on five campuses across the Phoenix metropolitan area, and four regional learning centers throughout Arizona, he has which position?|Professor Emeritus|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
717|Which 2017 Indian crime action film includes the song Zaalima written by Amitabh Bhattacharya?|Raees|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
718|Which jury member for Deutschland sucht den Superstar was an American model and choreographer born in 1957?|Bruce Darnell|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
719|Where was the film A Taxi Driver released?|South Korea|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
720|What was a single released in 1959 and peaked at number 4 on the ""Billboard"" Hot 100, performed by an American country-influenced rock and roll duo, known for steel-string acoustic guitar playing and close harmony singing?|'Till) I Kissed You|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
721|Have Peter Cetera and Jeremy McKinnon both been members of a band?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
722|The 2010–11 Tour de Ski was the 5th edition of the Tour de Ski and took place from 31 December 2010 to which date, Swiss cross-country skier, Dario Cologna won the Men's class?|9 January 2011|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
723|What was the population according to the 2010 census of the census-designated place where Max Loughan created a crystal radio?|8,777|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
724|Meg is an upcoming American film staring a former what?|MTV VJ|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
725|What year was Curious George released along with the record company that produced the soundtrack for the movie?|2006|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
726|What is a 2011 British action comedy film parodying the James Bond secret agent genre, that features a song by the band Primal Scream?|Johnny English Reborn|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
727|Are Ima Robot and Of Montreal music bands ?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
728|How long is the river on which Wilbur Dam is located?|78.5 mi|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
729|What is the busiest Amtrak route that does not stop at either Lortorn Station?|The Northeast Regional|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
730|K. Shivaram Karanth is what type of artist, which combines dance, costum, makeup, and dialogue?|Yakshagana|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
731|What year were trade unions legalized in Tony Blair's country?|1871|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
732|The 2006-07 New Orleans/Oklahoma City Hornets season was the team's 5th in the NBA, the Hornets split their games between the New Orleans Arena and the Ford Center, which multi-purpose indoor arena, located in the city's Central Business District, in New Orleans, Louisiana?|Smoothie King Center|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
733|What is the actor who starred in School Spirit best known for?|surgeon Major Frank Burns|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
734|In what country is both Faxe and Heineken brewed in?|Denmark|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
735|What is the nickname of the airplane model flown in Malaysian Airlines Flight 370?|"""Triple Seven"""|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
736|A radio comedy broadcast on BBC Radio 4 that satirizes the week's news, in its early days featured the voice of an English comedian born in what city in 1969?|East Dulwich|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
737|Which gold mine is located in the Bridge River District, Bralorne or Dome Mine?|Bralorne|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
738|Portrait of Wally is a 1912 oil painting by a protégé of Gustav Klimt whose work is noted for its intensity and what?|raw sexuality|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
739|Stephen Williams is head coach of which Lutheran school located in Adelaide, South Australia?|Immanuel College|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
740|What is the birthdate of this former NASA astronaut and a retired captain in the United States Navy, who published the book Lost Moon: The Perilous Voyage of Apollo 13?|March 25, 1928|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
741|What is a small network appliance and entertainment device that serves as a the media player for the iTunes Store?|Apple TV|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
742|Abraham Roqueñi Iglesias (born April 16, 1978) is a Spanish welterweight kickboxer, he holds notable wins over Andy Souwer, a Dutch welterweight shoot boxer, a two time K-1 World MAX champion, in which years?|2005, 2007|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
743|Which part of SOKOM was formerly of the Royal Danish Army?|Jaeger Corps|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
744|Who developed the game with whom the man who created the C programming language was incorrectly cited as a co-author?|Bell Labs|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
745|What author who wrote ""Jesus' Son"" beat out Mischa Berlinksi for 2007 National Book Award?|Denis Johnson|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
746|What position did the former American first lady who employed Ann M. O'Leary during her husband's presidency hold in the Obama administration?|United States Secretary of State|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
747|Who directed the 2004 film that featured ""Más"" by Kinky?|Tony Scott|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
748|What king to whom Rev James MacGregor was made chaplain died in 1936?|George V|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
749|With which division of the Southeastern Conference the football program compete in which  Damontre Lamounte Moore played college football and earned All-American honors?|Western Division|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
750|What is the best-seller by Ruta Sepetys?|Between Shades of Gray|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
751|What video game magazine was a part subsidiary of a Chinese-owned venture capital organization?|GamePro|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
752|This footballer played in the top divisions in Italy, Spain, England and Germany and is known for what?|his speed on the ball|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
753|Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?|2003|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
754|Both Corydalis and Cedrus are what level of classification in the naming system?|genus|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
755|Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
756|On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""?|SBS|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
757|Allkpop is a blog based in what Bergen County, New Jersey borough?|Edgewater|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
758|What award did a single from the first Foo Fighters album to feature Chris Shiflett win?|Grammy Award|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
759|Moment by Moment was from the movie that starred which actress, comedian, and producer?|Mary Jean ""Lily"" Tomlin|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
760|Reagan and Give Us Our Skeletons were both which kind of films?|film|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
761|Which film director is younger, Del Lord or Wang Xiaoshuai?|Del Lord|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
762|The Messerschmitt Me 263 ""Scholle"" (plaice) was a rocket-powered fighter aircraft developed from the Me 163 ""Komet"" towards the end of, which historic event?|World War II|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
763|What music magazine ran from 1942 to 2008 and had a compilation album ""The Wild Bunch"" in 1984?|Hit Parader|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
764|Hunter Mountain is the second highest peak in the Catskills, in the south east area of which U.S. State?|New York|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
765|Are Fuling District and Qidong, Jiangsu both located in China?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
766|What dancer who died August 9, 2003 appeared in White Nights?|Gregory Hines|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
767|Steve Jones and Blag Dahlia, have which occupation in common?|singer|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
768|Diane Roark was wrongly suspected of leaking information to a New York Times reporter that has co-written two books about what agency?|Central Intelligence Agency|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
769|Alain Fossoul played this position whose primary role is to prevent the opposing team from what|scoring goals|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
770|The national flag of Ghana designed by Theodosia Okoh was adopted in which year?|1957|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
771|Who writes poetry such as Glaring Through Oblivion as well as leading the heavy metal band System Of A Down?|Serj Tankian|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
772|Which institute is this American football coach currently serving as head coach, who led 2013 Boise State Broncos football team?|University of Washington|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
773|Blondie is an American rock band founded by singer Debbie Harry, and guitarist Chris Stein, the band achieved several hit singles including which song by the American pop rock band Blondie, from their fifth studio album, ""Autoamerican"" (1980)?|Rapture|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
774|This American actor who starred in ""Veep"" was also in an action comedy film directed by Seth Rogen and Evan Goldberg heavily inspired by what?|a Vice documentary|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
775|Are Shenandoah Valley Regional Airport and Santa Barbara Municipal Airport both in the United States?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
776|What is the name of the Tindersticks' soundtrack for which the film, written by Denis and Jean-Pol Fargeau, is also named?|Trouble Every Day|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
777|What is the given name of the creator of the Album released on July 7, 2017 by Slaughter Gang and Epic Records?|Shayaa Bin Abraham-Joseph|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
778|What album did a Danish-born Montenegrin singer born in 1971 release in late spring 2008?|Kosači|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
779|Terry Pratchett's The Colour of Magic starred which star of Only Fools and Horses?|Sir David John White|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
780|For which film did, the composer who scored the music for Interview with the Vampire, win the Academy Award ?|Frida|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
781|Which  British politician from Northern Ireland who is a Democratic Unionist Party Member of Parliament for East Antrim represents the constituency known as East Antrim?|Sammy Wilson|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
782|Doloroso, Mississippi rests on the US highway that runs for how many miles?|1400 mi|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
783|What type of a scholar was the rabbi who asked Rabbi Dovid Povarsky to join the previous two heads of the institute?|Torah and Talmudic scholar|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
784|A Suitable Girl is an upcoming novel by Vikram Seth, which is a sequel to his 1993 book ""A Suitable Boy"", Vikram Seth ( born June 20, 1952) is an Indian novelist and what ?|poet|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
785|Produced by Jay Joyce, Celabraison is the debut album for which band?|Sleeper Agent|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
786|The university where Peter Charanis was the Voorhees Professor of History is in what state?|New Jersey|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
787|Cohousing is a community designed around a shared space, an example being Sættedammen in which country?|Denmark|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
788|Which television show premiered in 2008 and featured a contestant who previously starred in ""Hannah Montana""?|Dancing with the Stars|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
789|What is the name of the 3 Michelin Star Restaurant that is located in the second largest hotel in the United States?|Joël Robuchon|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
790|Who founded the knighthood in which Gino Cassinis was part of?|Luigi Einaudi|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
791|In what year was the actor who played Nathan Appleby in The Living and the Dead born?|1986|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
792|The ancient Roman town near Fusaro Lake is now the commune of what?|Bacoli|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
793|Do Frank Pepe Pizzeria Napoletana and Sarpino's Pizzeria both sell pizza?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
794|The former 10th congressional district of Minnesota is now currently represented by whom in the US House of Representatives?|Erik Paulsen|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
795|Was Howard Hawks a screenwriter of more productions than Arthur Berthelet|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
796|The 2017 Supercheap Auto Bathurst 1000 will be held at the racing track with what two official names?|Mount Panorama and Wahluu|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
797|Which original attraction at Universal Studios Florida, featuring Yogi Bear and Boo Boo, was replaced by Jimmy Nuetron's Nicktoon Blast?|The Funtastic World of Hanna-Barbera|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
798|Roy Browns running mate in the 2008 Montana gubernatorial election won his current senate seat by defeating what democrat?|Amanda Curtis|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
799|Dumb Flesh is the third album by whom?|Blanck Mass|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
800|Are both the Aşiyan Museum and Sultan Ahmed Mosque located in Istanbul?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
801|Who was the drummer for the recording of ""The Man Who Sold the World"" released in the US in 1970?|Mick Woodmansey|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
802|What South Korean singer-songwriter, actor, writer, and fashion designer, was in the rock band F.T. Island that released their 5th album The Mood?|Lee Hong-gi|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
803|What major Albanian musical event did Aurela Gaçe win?|Kënga Magjike|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
804|Leigh Silverman was nominated for the 2014 Tony Award, Best Direction for a musical based on which short story ?|The Ugliest Pilgrim|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
805|In what year was the English actor that starred with David Hemmings and Douglas Wilmer in ""Unman, Wittering and Zigo"" born?|1945|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
806|Which Scottish singer, songwriter, and guitarist included calypso music in his influences and wrote the song Hey Gyp?|Donovan|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
807|Who directed the 2013 slasher film that Alexandra Daddario starred in?|John Luessenhop|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
808|The Abbey of Saint-Étienne was founded by a descendant of who?|Rollo|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
809|What nationality are Ralph Tresvant and Chad Smith?|American|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
810|When did the company that produced ""Six Gates Far Away Mon Colle Knight"" begin?|in 1986|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
811|Where does this Argentine sports club currently compete that Augusto Solari currently is a professional footballer for?|Primera División|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
812|who voiced the  cartoon character in the animated television series which , Pablo Aurrecochea wears kits adorned with its cartoon characters|Dan Castellaneta|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
813|Jordan Fished played the role of John Laurens in which Broadway production?|Hamilton|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
814|What is the name of the business that George Dayton founded and later Bruce Dayton expanded?|Target Corporation|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
815|Arlette Roxburgh is best known for singing a national anthem whose lyrics come from what poem, before every New Jersey Devils home game?|Defence of Fort M'Henry|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
816|Márcio Borges was from the second most populous municipality in what country?|Brazil|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
817|A Mars crater is named after the successor of who?|John Flamsteed|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
818|Which 2004 novel by Judith Guest recounts the murder committed by John Norman Collins known as the Michigan Murders?|The Tarnished Eye|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
819|Where is a place that has both Lano Estacado and Buda Limestone geological formations?|High Plains|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
820|Do Danny Shirley and James Dean Bradfield play in the same band?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
821|What is the country whose capital and largest city is the birth place of this American musician and record producer Tomo Miličević?|Bosnia and Herzegovina|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
822|On which television show does Katie Cassidy play the fictional character, Ruby?|Supernatural|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
823|What British man was was wrongly convicted of murdering Jill Dando?|Barry George|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
824|In what year was the author of ""Trading Christmas"" born?|1948|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
825|Which is the progenitor of the dingo, the Indian pariah dog or the Anglo-Français de Petite Vénerie?|Indian pariah dog|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
